"sexe","age","revenu","region","conjoint","anneeclient","semainedernier","montantdernier","montantunan","achatunan","yachat","ymontant","train","test"
1,48,3,3,1,8.6,9,3,21,10,0,NA,0,1
0,29,1,1,0,9.2,22,3,27,10,0,NA,0,1
1,27,1,5,0,2.8,31,4,69,10,0,NA,0,1
1,26,1,4,0,7.5,10,8,48,10,1,59,0,1
1,45,2,5,1,10.1,7,7,89,25,0,NA,0,1
1,48,1,4,1,2.3,34,3,107,17,0,NA,0,1
0,27,1,1,0,8,12,7,61,25,0,NA,0,1
1,65,3,4,1,8.1,17,2,69,7,0,NA,0,1
0,48,3,5,1,6.7,1,10,212,20,0,NA,0,1
0,25,1,4,0,4,1,3,68,20,0,NA,0,1
0,32,3,3,1,9.3,8,8,244,17,0,NA,0,1
0,60,3,3,1,5.7,15,2,46,17,0,NA,0,1
1,55,2,2,0,6.1,9,3,33,10,0,NA,0,1
0,29,3,1,1,3.9,9,2,12,5,0,NA,0,1
1,29,1,3,0,9.9,1,2,32,5,0,NA,0,1
1,32,2,4,1,10.4,5,2,27,7,0,NA,0,1
0,23,2,4,0,4,6,8,108,15,0,NA,0,1
1,45,3,3,1,10.3,10,5,60,10,0,NA,0,1
0,46,3,1,1,1.7,1,3,53,20,0,NA,0,1
1,38,3,5,0,3.6,3,2,52,12,0,NA,0,1
0,36,2,3,1,6.4,13,7,41,15,0,NA,0,1
1,51,2,4,1,1.2,2,4,156,20,0,NA,0,1
0,40,1,1,0,6.5,12,3,66,10,0,NA,0,1
0,46,2,2,0,9.4,7,12,89,20,0,NA,0,1
1,53,1,5,0,8.6,11,13,69,15,0,NA,0,1
1,46,3,2,1,2.5,1,2,212,17,0,NA,0,1
1,33,2,5,1,7,3,3,63,25,1,85,0,1
0,37,1,1,0,5.9,23,2,35,7,1,60,0,1
0,38,2,4,0,8.5,23,2,19,5,0,NA,0,1
1,42,1,4,0,2.2,4,5,48,7,0,NA,0,1
0,22,1,4,0,1.8,5,11,73,7,1,49,0,1
0,30,1,3,0,10.8,10,6,168,17,0,NA,0,1
1,33,1,5,0,8.4,14,7,120,10,1,70,0,1
1,55,2,5,1,9.1,3,3,176,20,0,NA,0,1
0,28,1,2,0,2.2,45,5,45,7,0,NA,0,1
0,29,1,3,0,7.2,16,8,41,10,1,57,0,1
1,36,2,2,1,7.8,10,5,110,17,0,NA,0,1
1,21,1,5,0,1.8,2,3,74,10,0,NA,0,1
1,56,1,1,0,5.3,1,3,158,25,0,NA,0,1
1,50,1,5,0,1.2,8,9,56,12,1,46,0,1
0,29,2,5,1,6.7,4,2,105,17,0,NA,0,1
1,39,2,2,0,10.8,1,3,57,12,0,NA,0,1
1,36,1,5,0,8.1,8,2,76,12,1,72,0,1
1,29,1,5,0,4.7,8,17,63,10,1,41,0,1
1,30,1,2,0,1.6,9,3,34,7,1,57,0,1
1,57,2,2,1,8.2,1,13,81,10,0,NA,0,1
0,29,1,1,0,8,9,8,35,10,1,58,0,1
1,51,2,5,1,7,3,3,69,17,0,NA,0,1
1,34,1,4,0,5.6,15,2,30,17,0,NA,0,1
1,37,1,4,1,3.3,2,10,30,2,1,59,0,1
0,43,2,1,0,5.2,8,22,116,20,0,NA,0,1
0,41,3,1,0,5.2,7,6,206,12,0,NA,0,1
0,42,3,4,1,10.8,8,5,99,20,0,NA,0,1
1,41,1,2,1,9.2,3,5,32,7,0,NA,0,1
0,25,1,3,0,4.1,4,13,87,10,1,44,0,1
0,27,2,1,0,7.5,1,19,70,10,0,NA,0,1
1,30,1,2,0,3.6,30,5,39,10,1,64,0,1
0,39,2,2,0,5.2,2,7,67,17,0,NA,0,1
0,29,2,3,0,2.5,7,3,26,15,0,NA,0,1
1,42,1,5,1,10.8,12,3,75,22,0,NA,0,1
0,27,3,2,1,6,14,6,37,7,0,NA,0,1
1,32,1,3,0,6.7,10,7,129,15,1,60,0,1
0,44,3,4,0,7.8,2,8,76,15,0,NA,0,1
1,46,2,5,1,5.1,18,2,100,17,0,NA,0,1
0,27,2,4,0,8.7,4,9,84,10,1,77,0,1
1,47,2,5,0,4,4,2,144,20,0,NA,0,1
0,39,3,1,1,3.5,1,3,30,12,0,NA,0,1
1,37,1,5,0,7.9,9,6,42,12,1,69,0,1
0,28,3,2,0,5.1,9,3,19,7,1,71,0,1
0,43,2,5,0,2.8,3,2,83,12,0,NA,0,1
1,35,3,3,1,10.8,9,3,43,12,0,NA,0,1
1,37,1,5,0,7.8,13,2,16,5,0,NA,0,1
0,39,2,1,0,1.5,5,3,81,20,0,NA,0,1
1,59,1,5,0,1.8,3,3,182,17,0,NA,0,1
0,46,1,2,0,8.4,10,2,36,12,0,NA,0,1
0,42,1,1,1,5.2,21,2,200,17,0,NA,0,1
0,23,2,4,0,3.3,7,5,57,15,1,60,0,1
0,41,1,5,0,7,1,3,39,12,0,NA,0,1
1,25,1,4,1,2.7,3,3,105,17,1,72,0,1
1,42,2,4,0,10.6,9,2,90,15,0,NA,0,1
1,42,1,4,1,5.6,3,4,18,7,0,NA,0,1
1,43,1,5,0,8.6,6,5,54,12,0,NA,0,1
0,36,2,2,1,8.5,1,4,61,15,0,NA,0,1
1,42,1,2,0,2.7,30,3,55,17,0,NA,0,1
0,32,3,1,1,5.8,6,6,111,15,1,82,0,1
1,32,1,1,0,4.3,6,2,10,5,1,55,0,1
1,36,1,2,0,3.5,20,3,44,10,0,NA,0,1
0,38,2,1,0,2.4,8,3,60,20,0,NA,0,1
0,65,2,4,1,4.4,13,9,107,10,0,NA,0,1
0,31,3,3,1,8.2,6,2,31,17,0,NA,0,1
1,37,2,4,0,9.2,1,2,57,15,0,NA,0,1
0,45,2,2,0,3.7,1,10,45,7,0,NA,0,1
0,43,3,2,1,3.3,2,3,71,15,0,NA,0,1
0,31,2,4,0,10.5,28,2,38,15,0,NA,0,1
0,32,3,1,1,7.1,2,3,47,12,0,NA,0,1
1,40,1,3,1,8.3,1,3,36,15,0,NA,0,1
1,31,3,2,1,8.5,3,3,142,15,0,NA,0,1
1,25,1,3,0,3.2,1,7,43,10,1,48,0,1
0,27,2,1,1,8.1,6,12,68,22,1,86,0,1
0,38,2,2,0,3.9,20,2,103,20,0,NA,0,1
1,46,2,2,1,7.4,24,2,24,7,0,NA,0,1
0,34,3,2,0,2.5,17,3,15,5,1,64,0,1
0,52,2,3,1,8.6,2,3,40,15,0,NA,0,1
0,20,2,3,0,1.7,1,12,115,10,1,66,0,1
1,35,2,3,1,8.8,10,2,59,7,0,NA,0,1
1,37,1,2,0,2.9,1,11,123,22,0,NA,0,1
0,37,3,4,1,1.7,2,14,62,12,0,NA,0,1
0,47,2,3,0,4.3,2,2,39,15,0,NA,0,1
0,24,2,1,0,6,9,12,87,15,1,71,0,1
1,30,1,5,0,2,2,11,106,17,1,38,0,1
0,41,3,2,1,7.8,4,3,47,15,0,NA,0,1
1,44,1,3,0,3.8,2,5,36,15,0,NA,0,1
1,64,1,5,1,9.7,5,12,47,7,0,NA,0,1
1,45,1,4,0,10.2,10,2,80,22,0,NA,0,1
0,56,3,4,1,4.2,4,3,32,12,0,NA,0,1
0,25,1,5,0,6.1,1,5,154,30,0,NA,0,1
1,54,3,3,1,6.9,6,7,39,10,0,NA,0,1
0,51,3,3,1,5.4,2,4,32,7,0,NA,0,1
0,26,3,1,0,4.1,4,3,91,10,0,NA,0,1
1,45,2,2,0,1.9,11,13,67,12,0,NA,0,1
1,41,2,1,0,2.2,8,6,77,28,0,NA,0,1
0,42,3,3,1,10.5,1,3,91,17,0,NA,0,1
1,44,1,3,0,5.5,25,2,144,17,0,NA,0,1
1,46,2,5,0,5.2,23,5,29,12,0,NA,0,1
0,25,1,4,0,5.2,17,4,33,7,1,61,0,1
1,35,2,1,1,5.6,25,2,139,15,0,NA,0,1
0,30,3,3,1,6.6,2,7,60,12,0,NA,0,1
0,40,3,3,1,9.3,9,7,78,15,0,NA,0,1
0,38,1,5,0,4.2,8,3,27,5,0,NA,0,1
1,29,1,2,0,5.2,17,6,247,20,0,NA,0,1
1,35,1,4,1,11,4,2,124,22,1,94,0,1
0,33,2,4,0,9.5,3,3,58,17,0,NA,0,1
0,22,3,1,0,3.1,1,4,77,25,0,NA,0,1
0,29,3,1,1,10.3,14,4,82,12,0,NA,0,1
1,57,2,4,1,6.2,1,3,142,17,0,NA,0,1
1,35,1,3,0,6.8,12,5,79,20,0,NA,0,1
1,47,2,3,0,2.1,3,11,54,12,0,NA,0,1
0,25,2,1,0,5.9,4,16,102,20,1,63,0,1
0,30,2,2,0,1.6,22,3,56,7,1,64,0,1
0,35,2,2,0,1.1,6,5,31,7,0,NA,0,1
0,26,3,3,0,1.3,17,13,59,15,1,61,0,1
1,41,1,4,0,8.8,1,10,67,12,0,NA,0,1
1,40,1,5,0,6.5,6,5,131,22,1,56,0,1
1,63,3,1,1,9.1,9,4,66,15,0,NA,0,1
0,32,3,2,0,2.4,3,2,7,2,0,NA,0,1
0,53,1,1,0,4,1,5,44,12,0,NA,0,1
0,32,3,2,1,6,4,2,63,17,0,NA,0,1
1,43,1,4,1,5.3,7,3,32,17,0,NA,0,1
1,27,1,2,0,3.8,1,11,33,2,1,53,0,1
0,38,3,1,1,10.2,12,4,87,10,0,NA,0,1
1,39,1,4,0,10,3,2,57,12,0,NA,0,1
0,27,1,4,0,6,1,2,12,7,1,62,0,1
0,34,2,2,1,6.6,13,4,121,15,0,NA,0,1
0,34,2,3,0,1,7,6,85,12,0,NA,0,1
0,26,2,4,0,6.1,2,2,31,12,1,64,0,1
0,30,3,3,0,8.2,17,5,56,20,0,NA,0,1
0,38,2,4,1,7.9,16,2,21,7,0,NA,0,1
0,42,2,3,0,6.7,12,14,61,10,1,73,0,1
0,30,2,1,0,5.9,6,6,219,28,0,NA,0,1
0,53,3,4,1,2.5,10,3,15,5,0,NA,0,1
1,45,1,5,0,9.7,2,3,28,7,0,NA,0,1
0,49,2,3,1,9.1,2,4,42,25,0,NA,0,1
1,48,1,4,1,6.6,6,6,56,20,0,NA,0,1
1,43,1,3,1,5.8,5,3,21,10,0,NA,0,1
1,50,2,4,0,3.3,6,4,24,10,0,NA,0,1
1,51,1,5,0,10,4,3,27,12,0,NA,0,1
0,36,2,3,0,3.9,4,3,47,25,0,NA,0,1
0,37,1,3,0,9.8,5,6,217,25,0,NA,0,1
0,40,2,2,0,3.5,9,5,60,7,0,NA,0,1
1,26,1,4,1,7.4,8,2,56,22,0,NA,0,1
1,51,1,3,1,5.5,4,5,35,10,0,NA,0,1
0,29,1,4,0,10.6,9,3,48,12,0,NA,0,1
0,39,2,1,0,2.2,11,4,60,17,0,NA,0,1
1,46,2,5,1,9.4,9,2,32,15,0,NA,0,1
0,34,1,3,0,3.3,5,2,28,17,0,NA,0,1
0,41,1,4,0,2.3,52,7,22,2,1,60,0,1
1,30,1,2,0,8.5,13,6,68,17,0,NA,0,1
0,54,3,2,1,2.9,15,2,36,15,0,NA,0,1
1,41,1,3,0,4.8,6,3,69,10,0,NA,0,1
0,45,2,1,1,9.9,11,3,86,7,0,NA,0,1
1,54,2,5,0,8.9,13,3,17,5,0,NA,0,1
0,42,3,5,1,3.4,1,4,27,12,0,NA,0,1
0,49,2,1,1,1.1,7,2,87,25,0,NA,0,1
1,55,2,5,1,9.7,13,3,58,12,0,NA,0,1
0,58,2,1,1,4.9,1,2,220,22,0,NA,0,1
0,31,2,1,1,1.6,5,6,26,7,1,76,0,1
0,38,1,3,0,1.6,26,4,23,7,0,NA,0,1
1,38,1,5,0,3.4,12,3,54,7,0,NA,0,1
1,42,1,3,0,7.7,1,10,91,10,0,NA,0,1
0,23,3,3,1,4.8,8,6,118,12,0,NA,0,1
0,28,3,2,0,5.5,22,7,30,7,1,73,0,1
0,36,3,3,1,4.7,16,9,77,15,1,88,0,1
0,24,1,2,0,6.1,6,5,96,20,0,NA,0,1
0,40,3,1,1,7.1,19,7,116,10,1,86,0,1
1,31,2,3,1,5.2,9,2,26,17,1,83,0,1
0,33,2,2,1,7,1,3,45,12,0,NA,0,1
0,55,3,4,1,8.3,1,3,82,17,0,NA,0,1
0,32,1,1,0,4.6,2,9,90,30,0,NA,0,1
1,41,1,4,0,4.5,6,7,46,10,0,NA,0,1
1,30,1,4,0,9.9,19,2,42,17,0,NA,0,1
0,45,2,4,1,2.7,8,2,74,17,0,NA,0,1
0,29,2,4,0,8,14,2,98,15,0,NA,0,1
1,41,3,5,1,5,5,2,45,12,0,NA,0,1
0,41,1,5,0,8.2,13,9,133,15,0,NA,0,1
1,56,1,5,0,9.8,12,3,23,10,0,NA,0,1
0,39,2,1,1,5.3,2,2,38,22,0,NA,0,1
1,36,1,1,0,10.9,10,3,19,10,0,NA,0,1
0,29,3,1,0,10.1,16,10,53,12,1,78,0,1
1,23,2,1,1,3.6,4,5,91,22,1,82,0,1
1,56,1,5,1,5.1,2,8,71,10,0,NA,0,1
1,60,2,5,1,10.7,5,3,59,17,0,NA,0,1
0,42,3,2,1,1.2,6,3,56,20,0,NA,0,1
1,56,2,2,1,2.3,1,2,20,12,0,NA,0,1
1,40,1,4,0,7.7,8,3,20,7,0,NA,0,1
1,49,1,5,0,7,26,4,36,15,0,NA,0,1
1,42,2,4,0,8.7,10,6,106,17,0,NA,0,1
1,52,1,5,0,7.8,5,6,319,20,0,NA,0,1
1,42,1,4,0,10.2,39,3,39,15,0,NA,0,1
1,33,1,4,1,1.6,7,3,48,20,0,NA,0,1
1,33,1,5,0,1.4,1,2,25,12,0,NA,0,1
0,24,2,2,1,5.9,6,9,75,22,0,NA,0,1
0,45,1,2,0,2.4,4,2,11,5,0,NA,0,1
1,26,1,5,0,1.1,8,16,183,12,1,39,0,1
0,26,2,2,0,4.2,6,2,28,10,0,NA,0,1
1,28,1,3,0,8,8,7,40,7,1,70,0,1
1,38,1,4,1,3.8,5,12,80,12,1,58,0,1
0,35,2,3,1,2.7,52,3,37,12,0,NA,0,1
1,35,1,5,1,1.5,12,5,102,12,1,62,0,1
1,45,1,5,0,6.3,29,8,52,12,0,NA,0,1
0,31,2,4,0,7,23,4,262,25,0,NA,0,1
0,37,2,4,0,10.4,29,5,54,10,0,NA,0,1
1,69,2,4,1,1.8,8,3,31,15,0,NA,0,1
1,42,1,3,0,2.9,4,2,38,10,0,NA,0,1
0,32,2,1,0,9.3,2,4,81,17,0,NA,0,1
0,26,3,1,1,5.8,3,3,37,7,0,NA,0,1
0,31,2,5,0,9.3,17,2,21,12,0,NA,0,1
1,41,2,4,1,3.9,16,9,84,17,0,NA,0,1
1,45,1,1,0,4,1,5,65,12,0,NA,0,1
0,25,2,4,0,2.2,11,4,102,12,1,62,0,1
1,33,2,5,1,6.6,12,4,144,15,0,NA,0,1
0,26,1,3,0,3.3,9,6,128,15,0,NA,0,1
1,30,2,4,0,8.7,5,3,44,10,0,NA,0,1
0,49,2,5,0,4,2,2,34,15,0,NA,0,1
1,28,1,5,0,9.9,17,5,123,12,1,79,0,1
0,30,2,2,0,2,5,4,88,15,0,NA,0,1
1,53,1,5,0,4.4,10,11,88,12,0,NA,0,1
1,46,3,1,1,3,39,6,28,7,0,NA,0,1
1,54,1,5,1,4.3,2,2,55,7,0,NA,0,1
1,24,1,5,0,4.8,5,6,201,17,1,51,0,1
1,32,2,2,1,7.6,4,2,17,10,1,95,0,1
1,35,1,5,0,4.6,7,2,25,10,0,NA,0,1
0,27,2,4,1,4.8,2,6,158,22,0,NA,0,1
0,42,2,3,1,9.9,25,4,78,12,0,NA,0,1
0,27,3,1,0,9,15,2,33,20,0,NA,0,1
0,29,1,5,1,10.4,2,11,57,17,1,73,0,1
1,36,3,1,1,5.3,13,5,51,17,0,NA,0,1
1,56,2,3,1,8.3,35,21,138,7,1,106,0,1
1,47,1,4,0,8.6,1,3,29,17,0,NA,0,1
1,42,3,4,1,1.2,5,3,50,25,0,NA,0,1
1,63,2,3,1,4.8,23,3,22,12,0,NA,0,1
1,30,2,5,0,8.7,1,3,36,15,0,NA,0,1
1,56,1,4,0,10.1,15,4,27,10,0,NA,0,1
1,34,1,2,0,5.8,9,2,30,17,0,NA,0,1
0,37,3,3,1,2.3,6,3,120,17,0,NA,0,1
1,20,1,4,0,1.1,6,4,44,10,1,53,0,1
0,36,2,3,1,6.8,1,7,31,7,0,NA,0,1
1,40,1,1,0,9.9,1,3,59,12,0,NA,0,1
1,56,1,3,1,5.6,25,4,120,17,0,NA,0,1
1,26,1,1,0,7.7,7,6,55,12,1,63,0,1
1,38,1,5,0,1.2,8,9,88,15,0,NA,0,1
0,39,2,1,0,4.8,3,7,39,12,0,NA,0,1
1,40,1,5,0,10.3,13,10,52,7,1,75,0,1
0,54,1,1,0,4.3,9,2,66,17,0,NA,0,1
0,43,1,5,0,1.2,16,2,56,12,0,NA,0,1
0,24,1,4,0,5.1,5,2,34,15,0,NA,0,1
0,42,1,4,0,7.7,12,3,98,10,0,NA,0,1
1,41,1,5,1,8.5,3,4,412,35,0,NA,0,1
0,29,1,5,0,9.6,1,2,72,20,0,NA,0,1
0,22,1,3,0,2.2,23,10,79,17,1,50,0,1
0,41,2,2,0,7.5,19,6,38,12,0,NA,0,1
1,25,1,5,0,2.7,10,5,23,5,0,NA,0,1
1,50,2,2,1,5.3,41,12,65,10,1,99,0,1
0,31,2,2,0,5.3,7,4,30,10,1,65,0,1
1,44,1,5,0,10.8,7,5,33,10,0,NA,0,1
0,28,1,2,0,7.3,14,7,77,15,0,NA,0,1
0,40,3,2,0,10.3,29,4,36,7,0,NA,0,1
1,37,2,5,0,7.2,9,2,65,12,0,NA,0,1
1,34,1,3,0,1.3,9,3,94,22,1,47,0,1
1,26,1,5,1,4.3,11,8,203,25,1,74,0,1
0,44,3,2,1,10.5,1,4,79,12,0,NA,0,1
0,28,3,1,0,9.6,9,2,79,20,0,NA,0,1
1,37,2,5,0,5.7,16,4,180,15,0,NA,0,1
1,50,1,3,0,2.6,20,10,77,7,1,51,0,1
1,34,1,5,0,4.2,27,9,56,17,1,53,0,1
0,36,1,3,0,1.6,2,4,182,15,0,NA,0,1
1,29,1,3,0,2.8,25,16,72,15,1,49,0,1
1,28,1,2,0,5.9,2,2,72,7,0,NA,0,1
1,26,1,2,0,3.9,25,9,46,15,1,51,0,1
1,63,1,1,0,10.3,1,9,113,12,0,NA,0,1
1,44,1,5,0,10,7,7,42,12,0,NA,0,1
1,36,2,5,1,6.7,5,2,69,10,0,NA,0,1
1,24,2,3,0,1,13,3,17,5,0,NA,0,1
0,32,1,5,0,10.2,19,8,75,17,1,63,0,1
1,44,1,1,0,8.4,10,5,114,20,0,NA,0,1
1,43,1,4,0,10,12,11,44,7,1,69,0,1
0,37,3,3,1,10.2,1,3,139,15,0,NA,0,1
1,35,1,2,0,6,3,3,52,15,0,NA,0,1
1,46,1,3,1,2.4,11,3,16,5,0,NA,0,1
0,37,3,4,1,2,25,9,109,12,0,NA,0,1
1,34,1,5,0,1.9,1,3,36,22,0,NA,0,1
0,29,3,1,0,1.1,3,5,87,10,1,66,0,1
1,29,1,2,0,6,3,8,42,10,1,58,0,1
0,30,3,3,0,1.9,5,2,39,12,0,NA,0,1
1,54,3,5,1,9,4,2,48,22,0,NA,0,1
0,34,2,3,0,10.7,4,4,136,22,0,NA,0,1
1,41,1,5,1,10.6,52,11,35,2,1,97,0,1
0,37,2,2,1,3.5,18,2,47,10,0,NA,0,1
0,33,2,1,0,3.1,1,3,67,15,0,NA,0,1
0,36,2,1,1,9.3,13,13,91,10,1,96,0,1
0,41,2,1,0,7.2,7,6,43,12,0,NA,0,1
0,46,3,4,1,1.5,1,2,58,20,0,NA,0,1
1,63,1,5,1,4.8,22,8,62,12,0,NA,0,1
1,49,1,4,0,5.4,4,6,48,7,0,NA,0,1
0,36,2,1,0,5.7,1,3,72,15,0,NA,0,1
0,25,1,2,0,2.1,16,11,195,20,1,46,0,1
0,38,2,4,0,5.6,3,2,43,20,0,NA,0,1
0,36,3,2,1,1.4,17,4,30,12,0,NA,0,1
1,47,2,5,0,2.3,1,4,75,17,0,NA,0,1
1,28,2,2,0,6.1,31,2,7,2,0,NA,0,1
0,32,3,3,0,9.3,8,2,61,15,0,NA,0,1
1,32,2,5,1,6.2,18,8,55,20,1,92,0,1
0,43,3,4,1,6.3,4,3,129,17,0,NA,0,1
1,40,3,3,0,5,6,6,90,12,0,NA,0,1
1,24,2,4,1,3.4,20,11,65,7,1,82,0,1
1,52,1,5,1,6.7,2,2,88,30,0,NA,0,1
0,24,3,3,0,6.3,5,8,45,15,0,NA,0,1
1,52,3,2,1,1.4,5,7,257,25,0,NA,0,1
1,45,2,2,1,10.5,3,3,23,7,0,NA,0,1
0,28,3,4,1,9.1,12,9,149,17,1,91,0,1
1,39,1,5,0,3.3,11,6,102,15,0,NA,0,1
1,44,2,3,1,5.8,1,2,83,12,0,NA,0,1
1,52,1,5,0,5.4,17,2,22,12,0,NA,0,1
1,26,1,1,0,3,17,3,54,20,1,50,0,1
0,31,1,1,0,5.4,17,3,259,17,1,54,0,1
1,42,1,4,0,8.8,6,2,24,12,0,NA,0,1
1,37,1,1,0,7.6,32,2,6,2,0,NA,0,1
1,52,1,5,0,2,4,6,53,10,0,NA,0,1
1,47,1,4,0,4.4,9,3,43,10,0,NA,0,1
1,48,1,5,1,6.1,2,7,56,20,0,NA,0,1
0,31,2,1,0,9.3,5,2,156,15,0,NA,0,1
0,41,2,1,0,4.9,10,8,35,7,0,NA,0,1
0,43,3,1,1,6.9,5,2,51,17,0,NA,0,1
0,42,3,2,0,7.1,1,11,105,12,0,NA,0,1
0,26,3,3,1,3.3,1,6,27,7,1,79,0,1
0,28,2,5,0,4.5,7,6,108,12,0,NA,0,1
1,23,1,5,0,2.9,15,4,33,10,1,57,0,1
0,51,2,3,1,10.1,5,4,26,12,0,NA,0,1
0,30,2,3,0,8.9,2,4,46,20,0,NA,0,1
0,33,3,1,0,7.8,19,6,80,7,1,77,0,1
1,35,1,5,0,5.9,1,3,50,7,0,NA,0,1
0,50,2,2,1,7.2,1,3,61,22,0,NA,0,1
0,26,3,2,0,6.8,2,2,75,10,0,NA,0,1
1,30,1,5,0,3.1,5,7,52,15,1,45,0,1
1,47,3,5,1,5.5,14,14,54,7,1,86,0,1
1,42,2,5,0,6.7,1,8,40,7,0,NA,0,1
0,30,2,3,1,10.9,4,2,25,15,0,NA,0,1
1,37,1,5,0,1.9,5,3,24,10,0,NA,0,1
1,45,1,5,0,7.5,7,2,22,12,0,NA,0,1
0,32,2,4,0,5.3,4,12,144,22,0,NA,0,1
1,32,1,4,0,10.3,1,2,98,20,1,75,0,1
0,24,3,4,0,6.2,3,2,49,15,0,NA,0,1
0,20,3,1,1,1.7,2,4,92,22,0,NA,0,1
1,51,3,5,1,9.3,20,7,76,10,0,NA,0,1
1,25,2,3,0,5.8,1,4,44,12,1,66,0,1
1,36,1,5,0,9.7,3,6,40,12,1,69,0,1
1,38,1,2,0,8.4,13,3,43,10,0,NA,0,1
0,23,3,3,0,2.9,1,2,97,7,0,NA,0,1
0,31,2,4,0,10.8,1,2,37,20,0,NA,0,1
0,37,3,2,1,3.7,42,16,61,5,1,89,0,1
1,43,2,3,1,3.5,7,2,33,7,0,NA,0,1
1,58,2,2,1,2.3,4,4,56,12,0,NA,0,1
1,39,3,5,1,1,12,3,69,22,0,NA,0,1
0,36,2,2,1,9.1,1,6,117,15,0,NA,0,1
0,41,3,4,0,7.1,6,3,49,15,0,NA,0,1
1,48,1,5,0,9.5,7,2,35,15,0,NA,0,1
0,24,1,3,0,2.9,8,16,119,20,1,40,0,1
0,42,1,1,0,9.1,5,10,95,17,0,NA,0,1
0,31,2,2,0,10.9,2,5,89,12,1,73,0,1
0,33,2,3,1,7.9,3,10,64,17,0,NA,0,1
1,45,2,5,1,9.7,11,2,26,7,0,NA,0,1
0,33,1,4,0,5.6,9,8,65,7,0,NA,0,1
0,33,1,4,0,9.7,7,2,39,15,0,NA,0,1
0,31,3,4,1,4.2,11,9,28,2,1,79,0,1
1,24,2,5,1,2.8,4,6,46,17,1,76,0,1
1,49,1,3,0,8.9,14,3,152,20,0,NA,0,1
1,30,3,5,1,7.4,4,2,31,12,0,NA,0,1
1,64,1,5,0,1,5,7,211,22,0,NA,0,1
0,34,1,2,0,6.9,17,16,61,10,1,49,0,1
0,23,1,3,0,2.3,4,8,42,12,1,48,0,1
0,38,2,1,0,3.9,1,5,111,15,0,NA,0,1
1,28,1,3,0,6.8,30,2,307,20,1,68,0,1
1,41,3,3,1,2.8,6,3,24,12,0,NA,0,1
1,36,3,3,0,8,8,3,20,7,1,77,0,1
0,29,2,3,0,2.9,4,2,35,10,1,64,0,1
0,26,3,1,0,2.8,3,4,75,12,0,NA,0,1
0,51,3,3,1,10,4,2,100,15,0,NA,0,1
1,36,2,3,1,5.8,6,4,51,15,0,NA,0,1
0,26,2,3,0,2.8,35,4,20,5,1,69,0,1
0,45,3,3,1,7.9,6,5,55,25,0,NA,0,1
0,37,3,3,0,1.7,12,2,25,12,0,NA,0,1
1,25,2,3,0,6.7,5,4,76,20,1,72,0,1
0,40,3,4,1,6.5,3,4,112,17,0,NA,0,1
0,40,2,4,1,2.9,10,4,44,10,0,NA,0,1
1,48,1,2,0,10.6,11,5,106,15,0,NA,0,1
1,45,2,4,1,3.9,1,3,27,15,0,NA,0,1
1,28,1,5,0,4.7,35,3,54,15,1,68,0,1
0,25,2,4,0,4.3,3,5,20,5,0,NA,0,1
0,34,1,1,0,7.2,9,28,137,7,1,35,0,1
1,35,1,3,0,8.2,5,3,56,22,0,NA,0,1
1,30,2,3,0,7.8,7,3,76,12,0,NA,0,1
0,35,2,4,0,4.6,5,2,44,12,0,NA,0,1
0,29,1,2,0,10.2,5,3,120,28,0,NA,0,1
0,27,3,4,0,3.8,1,4,23,10,1,61,0,1
0,36,3,1,1,10.1,1,2,113,15,0,NA,0,1
0,49,2,4,1,9.9,9,6,32,12,0,NA,0,1
1,24,2,3,0,1.4,8,10,52,12,1,61,0,1
1,22,1,3,0,1.5,2,11,59,15,1,44,0,1
0,31,2,1,0,10.5,8,3,127,20,0,NA,0,1
0,33,3,1,1,4,1,4,107,22,0,NA,0,1
1,37,2,5,0,10.2,2,4,142,30,0,NA,0,1
1,43,2,3,1,11,2,6,152,20,0,NA,0,1
0,41,3,2,1,4.8,1,2,29,15,0,NA,0,1
0,40,2,3,0,7.8,9,5,65,15,0,NA,0,1
0,30,1,5,0,2.2,3,11,52,15,0,NA,0,1
1,35,1,4,0,3.1,30,2,39,15,0,NA,0,1
0,30,2,4,0,2.3,1,2,114,10,1,64,0,1
1,30,2,5,1,7.6,4,5,64,22,0,NA,0,1
0,55,3,2,1,5.6,10,2,32,12,0,NA,0,1
1,27,2,1,0,7.9,1,3,140,25,0,NA,0,1
0,38,2,4,0,8,9,5,28,7,0,NA,0,1
1,29,1,3,0,10.6,2,2,37,12,1,76,0,1
0,48,3,3,1,7.5,3,12,160,20,0,NA,0,1
0,29,3,5,1,8.1,15,5,50,17,0,NA,0,1
0,35,2,3,0,5.1,34,2,19,7,0,NA,0,1
1,55,3,2,0,10.7,5,2,84,17,0,NA,0,1
0,42,3,1,1,7.3,1,6,150,17,0,NA,0,1
1,50,2,3,1,8.1,18,10,99,12,0,NA,0,1
0,42,3,3,1,9.1,21,4,73,10,0,NA,0,1
1,45,1,5,0,2.4,6,3,16,7,0,NA,0,1
0,31,2,2,0,1.9,7,3,75,22,0,NA,0,1
0,45,1,3,0,7.9,2,3,20,5,1,63,0,1
0,28,2,1,0,5.2,3,2,122,28,0,NA,0,1
1,53,2,5,1,8.9,21,4,35,10,0,NA,0,1
1,34,3,1,1,4.5,12,2,21,5,0,NA,0,1
1,50,1,4,0,8,4,7,83,17,0,NA,0,1
1,36,1,4,0,8.4,9,2,93,28,1,58,0,1
